LV1_ISO,LV2_Category,VDI3233_No,HB,HRC,Material_Description,Composition_Heat_Treatment,Material_No,JIS,DIN,AISI_ASTM_SAE,BS,EN,AFNOR,SS,UNI,UNE_IHA,UNS,GOST,GB,Brands
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4406,SUS316LN,X2CrNiMoN17122,316LN,316S61,Z2CND17-12AZ,X2CrNiMoN1712,F.3542,S31653,07C 18N,ATI 316LN,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4408,SCS14,GX6CrNiMo18-10,CF-8M,316C16,2343,X7CrNiMo2010,F.8414,J92900,10G2S2MSL,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.441,SCS 14 A,GX10CrNiMo18-9,Z5CND20-12M,2328,S32750,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4429,SUS316LN,X2CrNiMoN17-13-3,316Ln,316S62,Z2CND17-13AZ,2375,X2CrNiMoN17133,F.3543,03KH16N15M3,00Cr17Ni13Mo2,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4435,SUS316L,X2CrNiMo18143,316L,316S11,Z3CND17-12-03,2375,X2CrNiMo17 13 2,F.3533,S31603,O3C 17N14M3,0Cr27Ni12Mo3,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4436,SUS316,X3CrNiMo17-13-3,316,316S19,Z6CND18-12-03,2343,X5CrNiMo17 12 2,F.3543,S31600,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4438,SUS317L,X2CrNiMo18164,317L,317S12,Z2CND19-15-04,2367,X2CrNiMo18 16 4,F.3539,S31703,ATI 317L,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4439,X2CrNiMoN17135,(s31726),Z3CND18-14-06AZ,,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.444,X2CrNiMo18-16,,,,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4449,SUS317,X5CrNiMo17133,317,317S16,X5CrNiMo1815,S31700,ATI 317,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.446,SUS 329 J1,X8CrNiMo275,329,2324,S32900,10RE51,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4462,SUS329J3L,X2CrNiMoN2253,318S13,Z3CND22-05Az,2377,S31803,ATI 2205TM,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.45,X7NiCrMoCuNb2520,23NCDU25-20M,J95150,,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4521,SUS444,X2CrMoTi18-2,443444,2326,X2CrMoTiNb18 2,F.3123,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4539,X1NiCrMoCuN25205,Z2NCDU25-20,2562,N08904,ATI 904L,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4541,SUS321,X14CrNiTi18-10,321,321S31,Z6CNT18-10,2337,X6CrNiTi18 11,F.3523,S32100,06C 18N10T,ATI 321,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4542,SUS630,X5CrNiCuNb174,630,Z7CNU15-05,UGIMA 4542,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4545,Z7CNU15.05,15-5PH,S15500,ATI 15-5,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4547,X1CrNiMoN20187,S31254,2378,S31254,Uranus B25 6Mo,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.455,SUS347,X6CrNiNb18-10,347,347S17,58F,Z6CNNb18-10,2338,X6CrNiNb18 11,F.3552,S34700,08C 18N12B,1Cr18Ni11Nb,ATI 347
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4552,SCS 21,GX7CrNiNb18-9,Z4CNNb19-10M,J92710,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4568,SUS 631,X 7 CrNiAl 17 7,316S111,Z 9 CAN 17-7,2388,Z8CNA17-07,S17700,09C 17NJU1,17-7PH,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4571,SUS 316Ti,X6CrNiMoTi17-12-2,316Ti,320S31,58J,Z6NDT17-12,2350,X6CrNiMoTi17 12,F.3535,10C 17N13M2T,Cr18Ni12Mo2Ti,ATI 316Ti,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4581,SCS 22,GX5CrNiMoNb18,318C17,Z4CNDNb18-12M,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4583,X6CrNiMoNB18-12,318,303S21,Z15CNS20-12,X15CrNiSi2 12,Cr17Ni12Mo3Nb,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4585,GX7CrNiMoCuNb1818,X6CrNiMoTi17 12,J94651,,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4821,X20CrNiSi254,Z20CNS25-04,S44635,,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4823,GX40CrNiSi274,J92605,,,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4828,SCS17,X15CrNiSi20-12,309,309S24,58C,Z15CNS20-12,F.8414,S30900,20C 20N14S2,1Cr23Ni13,ATI 309,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4833,SUS 309 S,X6CrNi2213,309S,309S13,Z15CN24-13,J93400,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4845,SUH310,X12CrNi25-21,310S,310S24,Z12CN25-20,2361,X6CrNi2520,F.331,S31008,20C 23N18,0Cr25Ni20,ATI 310S,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4878,SUS321,X12CrNiTi18-9,321,321S20,58B,Z6CNT18-12(B),2337,X6CrNiTi1811,F.3553,S32100,1Cr18Ni9Ti,ACX315,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4891,X5CrNiNb18-10,Ss30415,2372,,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4893,X8CrNiNb11,S30815,2368,,,,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.4948,X6CrNi1811,304H,304S51,Z5CN18-09,2333,S30480,,,,,,,
M,Stainless Steels,14,180,10,Stainless steel,Austenitic,1.498,X5NiCrTi2515,660,2570,S66286,Incoloy A 286,X5NiCrN3525,X2CrNiMoN18134,S31753,X2CrNiMoN25227,,,,
K,Cast Iron,15,180,10,Grey cast iron,Pearlitic / Ferritic,0.601,FC100,GG10,A48 20 B,Grade 100,GJL-100,Ft 10 D,100,G10,FG10,Sc 10,,,
K,Cast Iron,15,180,10,Grey cast iron,Pearlitic / Ferritic,0.6015,FC150,GG15,A48 25 B,Grade 150,GJL-150,Ft 15 D,115,G15,FG15,Sc 15,HT150,,
K,Cast Iron,15,180,10,Grey cast iron,Pearlitic / Ferritic,0.602,FC200,GG20,A48 30 B,Grade 220,GJL-200,Ft 20 D,120,G20,FG20,W06020,Sc 20,HT200,
K,Cast Iron,15,180,10,Grey cast iron,Pearlitic / Ferritic,0.6025,FC250,GG25,A48 40 B,Grade 260,GJL-250,Ft 25 D,125,G25,FG25,Sc 25,,,
K,Cast Iron,15,180,10,Grey cast iron,Pearlitic / Ferritic,0.666,GGL-NiCr 20 2,1050/700/7,Grade F2,GJLA-XNiCr 20-2,L-NC 202,523,-,F41002,Ni-Resist 2,,,,
K,Cast Iron,15,180,10,Grey cast iron,Pearlitic / Ferritic,1.4449,SUS317,X5CrNiMo17133,317,317S16,X5CrNiMo1815,S31700,ATI 317,,,,,,
K,Cast Iron,16,260,26,Grey cast iron,Pearlitic (Martensitic),0.6025,FC250,GG25,A48 40 B,Grade 260,GJL-250,Ft 25 D,125,G25,FG25,Sc 25,HT250,,
K,Cast Iron,16,260,26,Grey cast iron,Pearlitic (Martensitic),0.603,FC300,GG30,A48 45 B,Grade 300,GJL-300,Ft 30 D,130,G30,FG30,Sc 30,HT300,,
K,Cast Iron,16,260,26,Grey cast iron,Pearlitic (Martensitic),0.6035,FC350,GG35,A48 50 B,Grade 350,GJL-350,Ft 35 D,135,G35,FG35,Sc 35,HT350,,
K,Cast Iron,16,260,26,Grey cast iron,Pearlitic (Martensitic),0.604,FC400,GG40,A48 60 B,Grade 400,GJL-400,Ft 40 D,140,G40,FC40,Sc 40,,,
K,Cast Iron,17,160,3,Nodular cast iron,Ferritic,0.604,FC400,GG40,A48 60 B,Grade 400,GJL-400,Ft 40 D,140,G40,FC40,Sc 40,QT500-7,,
K,Cast Iron,17,160,3,Nodular cast iron,Ferritic,0.7033,FCD350-22L,GGG35.3,-,350/22L40,GJS-350-22-LT,FGS 370-17,0717-15,-,,,,,
K,Cast Iron,17,160,3,Nodular cast iron,Ferritic,0.704,FCD400,GGG40,60-40-18,SNG 420-12,GJS-400-15,FCS 400-12,0717-02,GS 400-12,FG E38-17,F32800,Vc 42-12,QT400-18,
K,Cast Iron,17,160,3,Nodular cast iron,Ferritic,0.7043,FCD 370,GGG40.3,60-40-18,SNG 370-17,GJS-400-18-LT,FGS 370-17,0717-12,GSO 42-17,Vc 42-12,,,,
K,Cast Iron,18,250,25,Nodular cast iron,Pearlitic,0.705,FCD500,GGG50,80-55-06,SNG 500-7,GJS-500-7,FGS 500-7,0727-02,GS 500-7,FG E50-7,F33100,Vc 50-2,,
K,Cast Iron,18,250,25,Nodular cast iron,Pearlitic,0.706,FCD600,GGG60,80-55-06,SNG 600-3,GJS-600-3,FGS 600-3,0732-03,GS 600-3,FG E60-2,Vc 60-2,QT600-3,,
K,Cast Iron,18,250,25,Nodular cast iron,Pearlitic,0.707,FCD700,GGG70,100-70-03,SNG 700-2,GJS-700-2,FGS 700-2,0737-01,GS 700-2,FG S70-2,F34800,Vc 70-2,QT700-2,
K,Cast Iron,18,250,25,Nodular cast iron,Pearlitic,0.7652,FCDA-NiMn 13 7,GGG NiMn 13-7,-,Grade S6,GJSA-XNiMn 13-7,FGS Ni13 Mn7,772,-,Nodumag,,,,
K,Cast Iron,18,250,25,Nodular cast iron,Pearlitic,0.766,GGG NiCr 20-2,A436 D2,Grade S2,GJSA-XNiCr 20-2,FGS Ni20 Cr2,776,-,Ni-Resist D-2,,,,,
K,Cast Iron,19,130,,Malleable cast iron,Ferritic,0.8135,FCMW330,GTS-35,32510,B 340-12,GJMB350-10,MN 35-10,815,GMN 35,GTS35,Kc 35-10,,,
K,Cast Iron,20,230,21,Malleable cast iron,Pearlitic,0.8145,FCMW370,GTS-45,A220-40010,P 440-7,GJMB450-6,MN 450,852,GMN 45,,,,,
K,Cast Iron,20,230,21,Malleable cast iron,Pearlitic,0.8155,FCMP490,GTS-55,50005,P 510-4,GJMB-550-4,MP 50-5,854,GMN 55,Kc 60-3,,,,
K,Cast Iron,20,230,21,Malleable cast iron,Pearlitic,0.8165,FCMP590,GTS-65,70003,P 570-3,GJMB-650-2,MN 650-3,856,GMN 65,,,,,
K,Cast Iron,20,230,21,Malleable cast iron,Pearlitic,0.817,FCMP690,GTS-70,90001,P 690-2,GJMB-700-2,MN 700-2,862,GMN 70,Kc 70-2,,,,
N,Copper,26,110,,Copper and Copper Alloys,(Bronze / Brass),2.0375,CuZn36Pb3,LS60-2,,,,,,,,,,,
N,Copper,26,110,,Copper and Copper Alloys,(Bronze / Brass),2.109,G-CuSn75pb,C93200,U-E7Z5pb4,,,,,,,,,,
N,Copper,26,110,,Copper and Copper Alloys,(Bronze / Brass),2.1096,G-CuSn5ZnPb,c83600,LG2,,,,,,,,,,
N,Copper,26,110,,Copper and Copper Alloys,(Bronze / Brass),2.1098,G-CuSn2Znpb,C83600,,,,,,,,,,,
N,Copper,26,110,,Copper and Copper Alloys,(Bronze / Brass),2.1182,G-CuPb15Sn,C23000,LB1,U-pb15E8,,,,,,,,,
N,Copper,27,90,,Copper and Copper Alloys,(Bronze / Brass),2.024,C2300,CuZn15,L90,,,,,,,,,,
N,Copper,27,90,,Copper and Copper Alloys,(Bronze / Brass),2.0321,CuZn37,C27200,cz108,"CuZn36,CuZn37",C2700,L63,,,,,,,
N,Copper,27,90,,Copper and Copper Alloys,(Bronze / Brass),2.059,G-CuZn40Fe,,,,,,,,,,,,
N,Copper,27,90,,Copper and Copper Alloys,(Bronze / Brass),2.0592,G-CuZn35AI1,C86500,U-Z36N3,HTB1,,,,,,,,,
N,Copper,27,90,,Copper and Copper Alloys,(Bronze / Brass),2.0596,G-CuZn34AI2,C86200,HTB1,U-Z36N3,LTs23AD,,,,,,,,
N,Copper,27,90,,Copper and Copper Alloys,(Bronze / Brass),2.1293,CuCrZr,C18200,CC102,U-Cr0-8Zr,,,,,,,,,
N,Copper,28,100,,Copper and Copper Alloys,(Bronze / Brass),2.006,E-Cu57,,,,,,,,,,,,
N,Copper,28,100,,Copper and Copper Alloys,(Bronze / Brass),2.0966,CuAI10Ni5Fe4,C63000,Ca104,U-A10N,BrAD,,,,,,,,
N,Copper,28,100,,Copper and Copper Alloys,(Bronze / Brass),2.0975,G-CuAI10Ni,B-148-52,,,,,,,,,,,
N,Copper,28,100,,Copper and Copper Alloys,(Bronze / Brass),2.105,G-CuSn10,c90700,CT1,,,,,,,,,,
N,Copper,28,100,,Copper and Copper Alloys,(Bronze / Brass),2.1052,G-CuSn12,C90800,pb2,UE12P,,,,,,,,,
N,Copper,28,100,,Copper and Copper Alloys,(Bronze / Brass),2.1292,G-CuCrF35,C81500,CC1-FF,,,,,,,,,,
N,Aluminum,21,60,,Aluminum-wrought alloy,Not Curable,3.0205,Al99,Al99,,,,,,,,,,,
N,Aluminum,21,60,,Aluminum-wrought alloy,Not Curable,3.0255,(A1050),AI99.5,1000,L31,A59050C,D1,,,,,,,
N,Aluminum,21,60,,Aluminum-wrought alloy,Not Curable,3.3315,AIMg1,,,,,,,,,,,,
N,Aluminum,22,100,,Aluminum-wrought alloy,"Curable, Hardened",3.1325,AlCuMg1,AD35,,,,,,,,,,,
N,Aluminum,22,100,,Aluminum-wrought alloy,"Curable, Hardened",3.1655,A2011,AICuSiPb,,,,,,,,,,,
N,Aluminum,22,100,,Aluminum-wrought alloy,"Curable, Hardened",3.2315,AlMgSi1,AK9,,,,,,,,,,,
N,Aluminum,22,100,,Aluminum-wrought alloy,"Curable, Hardened",3.4345,"AIZnMgCuO,5",7050,L86,AZ4GU/9051,811-04,,,,,,,,
N,Aluminum,22,100,,Aluminum-wrought alloy,"Curable, Hardened",3.4365,7075,"AlZnMgCu1,5",7075,7075,7075,AlZn5.8MgCuCr,B95,,,,,,
N,Aluminum,23,75,,"Aluminum-cast, alloyed","≤ 12% Si, Not Curable",3.2163,G-AISi9Cu3,VAL8,,,,,,,,,,,
N,Aluminum,23,75,,"Aluminum-cast, alloyed","≤ 12% Si, Not Curable",3.2382,GD-AISi10Mg,,,,,,,,,,,,
N,Aluminum,23,75,,"Aluminum-cast, alloyed","≤ 12% Si, Not Curable",3.2383,G-AISi0Mg(Cu),A360.2,LM9,4253,,,,,,,,,
N,Aluminum,23,75,,"Aluminum-cast, alloyed","≤ 12% Si, Not Curable",3.2581,G-AISi12,,,,,,,,,,,,
N,Aluminum,23,75,,"Aluminum-cast, alloyed","≤ 12% Si, Not Curable",3.3561,G-AIMg5,,,,,,,,,,,,
N,Aluminum,23,75,,"Aluminum-cast, alloyed","≤ 12% Si, Not Curable",3.5101,G-MgZn4sE1Zr1,ZE41,MAG5,,,,,,,,,,
N,Aluminum,23,75,,"Aluminum-cast, alloyed","≤ 12% Si, Not Curable",3.5103,MgSE3Zn27r1,EZ33,MAG6,G-TR3Z2,,,,,,,,,
N,Aluminum,23,75,,"Aluminum-cast, alloyed","≤ 12% Si, Not Curable",3.5812,G-MgAI8Zn1,AZ81,NMAG1,,,,,,,,,,
N,Aluminum,23,75,,"Aluminum-cast, alloyed","≤ 12% Si, Not Curable",3.5912,G-MgAI9Zn1,AZ91,MAG7,A356-72,2789,NFA32-201,A5052,356.1,LM25,4244,AK7,G-AlSi12,A413.2
N,Aluminum,24,90,,"Aluminum-cast, alloyed","≤ 12% Si, Curable, Hardened",2.1871,G-AICu4TiMg,,,,,,,,,,,,
N,Aluminum,24,90,,"Aluminum-cast, alloyed","≤ 12% Si, Curable, Hardened",3.1754,"G-AICu5Ni1,5",,,,,,,,,,,,
N,Aluminum,24,90,,"Aluminum-cast, alloyed","≤ 12% Si, Curable, Hardened",3.2371,G-AISi7Mg,4218B,AK8,,,,,,,,,,
N,Aluminum,24,90,,"Aluminum-cast, alloyed","≤ 12% Si, Curable, Hardened",3.2373,C4BS,G-AISI9MGWA,SC64D,A-S7G,4251,AK9,,,,,,,
N,Aluminum,24,90,,"Aluminum-cast, alloyed","≤ 12% Si, Curable, Hardened",3.2381,G-AISi10Mg,AK12,,,,,,,,,,,
N,Aluminum,24,90,,"Aluminum-cast, alloyed","≤ 12% Si, Curable, Hardened",3.5106,G-MgAg3SE2Zr1,QE22,mag12,G-ALMG5,GD-AISI12,LM5,A-SU12,4252,,,,,
S,Titanium,36,400,,Titanium alloys,Pure Titanium,2.4674,NiCo15Cr10MoAITi,AMS 5397,N13100,IN 100,,,,,,,,,
S,Titanium,36,400,,Titanium alloys,Pure Titanium,3.7025,Ti1,R50250,2TA1,R50250,ATI 30 CP Gr. 1,,,,,,,,
S,Titanium,36,400,,Titanium alloys,Pure Titanium,3.7225,Ti1pd,R52250,TP1,R52250,,,,,,,,,
S,Titanium,37,1050,,Titanium alloys,"Alpha + Beta Alloys, Hardened",3.7124,TiCu2,2TA21-24,,,,,,,,,,,
S,Titanium,37,1050,,Titanium alloys,"Alpha + Beta Alloys, Hardened",3.7145,TiAl6Sn2Zr4Mo2Si,R54620,R54620,,,,,,,,,,
S,Titanium,37,1050,,Titanium alloys,"Alpha + Beta Alloys, Hardened",3.7165,TiAl6V4,AMS R56400,TA10-13,T-A6V,VT6,,,,,,,,
S,Titanium,37,1050,,Titanium alloys,"Alpha + Beta Alloys, Hardened",3.7185,TiAl4Mo4Sn2,TA45-51,,,,,,,,,,,
S,Titanium,37,1050,,Titanium alloys,"Alpha + Beta Alloys, Hardened",3.7195,TiAl3V2.5,R56320,ATI 3-2.5,TiAl4Mo4Sn4Si0.5,TiAl5Sn2.5,AMS R54520,TA14/17,T-A5E,Ti6Al4VELI,AMS R56401,TA11,,
S,Inconel,31,200,15,Heat resistant super alloys,"Fe Based, Annealed",1.4558,NCF 800 TB,X2NiCrAITi3220,N08800,NA15,,,,,,,,,
S,Inconel,31,200,15,Heat resistant super alloys,"Fe Based, Annealed",1.4562,X1NiCrMoCu32287,N08031,,,,,,,,,,,
S,Inconel,31,200,15,Heat resistant super alloys,"Fe Based, Annealed",1.4563,X1NiCrMoCuN31274,N08028,Z1NCDU31-27-03,2584,EK77,,,,,,,,
S,Inconel,31,200,15,Heat resistant super alloys,"Fe Based, Annealed",1.4864,SUH330,X12NiCrSi36-16,330,NA17,Z12NCS37-18,N08330,Cr15Ni36W3Ti,,,,,,
S,Inconel,31,200,15,Heat resistant super alloys,"Fe Based, Annealed",1.4865,SCH15,GX40NiCrSi38-18,330C40,XG50NiCr3919,J94605,,,,,,,,
S,Inconel,31,200,15,Heat resistant super alloys,"Fe Based, Annealed",1.4958,X5NiCrAITi3120,,,,,,,,,,,,
S,Inconel,32,280,30,Heat resistant super alloys,"Fe Based, Aged",1.4977,X40CoCrNi2020,Z42CNKDWNb,,,,,,,,,,,
S,Inconel,33,250,25,Heat resistant super alloys,"Ni or Co Based, Annealed",2.436,NiCu30Fe,NA13,NU30,N04400,Monel400,,,,,,,,
S,Inconel,33,250,25,Heat resistant super alloys,"Ni or Co Based, Annealed",2.4603,NiCr 30 FeMo,5390A,NC22FeD,Hastelloy G-30,,,,,,,,,
S,Inconel,33,250,25,Heat resistant super alloys,"Ni or Co Based, Annealed",2.461,NiMo16cR16Ti,N26455,HastelloyC-4,,,,,,,,,,
S,Inconel,33,250,25,Heat resistant super alloys,"Ni or Co Based, Annealed",2.463,NiCr20Ti,"HR5,203-4",NC20T,N06075,Nimonic75,,,,,,,,
S,Inconel,33,250,25,Heat resistant super alloys,"Ni or Co Based, Annealed",2.4631,NCF 80A,NiCr20TiAl,Hr40,NC20TA,N07080,KHN77TYuR,Nimonic 80A,,,,,,
S,Inconel,33,250,25,Heat resistant super alloys,"Ni or Co Based, Annealed",2.4642,NCF 690,NiC29Fe,Nnc30Fe,N06690,Inconel 690,,,,,,,,
S,Inconel,33,250,25,Heat resistant super alloys,"Ni or Co Based, Annealed",2.4856,NiCr22Mo9Nb,NA21,NC22FeDNb,N06625,lnconel 625,,,,,,,,
S,Inconel,33,250,25,Heat resistant super alloys,"Ni or Co Based, Annealed",2.4858,NiCr21Mo,NA16,NC21FeDU,N08825,KHN38VT,lncoloy 825,,,,,,,
S,Inconel,34,350,38,Heat resistant super alloys,"Ni or Co Based, Aged",2.4375,NiCu30Al,4676,NA18,NU30AT,N05500,Monelk500,,,,,,,
S,Inconel,34,350,38,Heat resistant super alloys,"Ni or Co Based, Aged",2.4662,NiFe35Cr14MoTi,5660,ZSNCDT42,N09901,Incoloy 901,,,,,,,,
S,Inconel,34,350,38,Heat resistant super alloys,"Ni or Co Based, Aged",2.4668,NiCr19Fe19NbMo,5383,HR8,NC19eNB,N07718,lnconel 718,,,,,,,
S,Inconel,34,350,38,Heat resistant super alloys,"Ni or Co Based, Aged",2.467,S-NiCr13A16MoNb,5391,Mar-46,NC12AD,Nimocast 713,,,,,,,,
S,Inconel,34,350,38,Heat resistant super alloys,"Ni or Co Based, Aged",2.4694,NiCr16fE7TiAl,N07751,Inconel 751,,,,,,,,,,
S,Inconel,34,350,38,Heat resistant super alloys,"Ni or Co Based, Aged",2.4955,NiFe25Cr20NbTi,,,,,,,,,,,,
S,Inconel,34,350,38,Heat resistant super alloys,"Ni or Co Based, Aged",2.4964,CoCr20W15Ni,5772,KC20WN,Haynes 25,CoCr22W14Ni,AMS 5772,KC22WN,,,,,,
S,Inconel,35,320,34,Heat resistant super alloys,"Ni or Co Based, Cast",2.4669,NiCr15Fe7TiAl,NC15TNbA,N07750,Inconel X750,,,,,,,,,
S,Inconel,35,320,34,Heat resistant super alloys,"Ni or Co Based, Cast",2.4685,G-NiMo28,N10665,Hastelloy B,,,,,,,,,,
S,Inconel,35,320,34,Heat resistant super alloys,"Ni or Co Based, Cast",2.481,G-NiMo30,Hastelloy C,,,,,,,,,,,
S,Inconel,35,320,34,Heat resistant super alloys,"Ni or Co Based, Cast",2.4973,NiCr19Co11MoTi,AMS 5399,NC19KDT,VT5-1,,,,,,,,,
S,Inconel,35,320,34,Heat resistant super alloys,"Ni or Co Based, Cast",3.7115,TiAl5Sn2,R54520,VT1-00,ATI Grade 6,,,,,,,,,
H,Hardened Steels(HRc40~45),40,400,42,Chilled cast iron,Cast,0.962,GX260NiCr42,A532 IB,Grade 2 A,GJN-HV520,FB Ni4 Cr2 BC,512,-,F45001,Ni-Hard2,,,,
H,Hardened Steels(HRc40~45),40,400,42,Chilled cast iron,Cast,0.9625,GX330NiCr42,A532 IA,Grade 2 B,GJN-HV550,FB Ni4 Cr2 HC,513,-,F45000,Ni-Hard1,,,,
H,Hardened Steels(HRc40~45),40,400,42,Chilled cast iron,Cast,0.963,GX300 CrNiSi 9 5 2,A532 ID,Grade 2 C,GJN-HV600,FB Cr9 Ni5,457,-,F45003,Ni-Hard 4,,,,
H,Hardened Steels(HRc40~45),40,400,42,Chilled cast iron,Cast,0.964,GX300CrMoNi1521,-,-,-,-,-,-,F45005,,,,,
H,Hardened Steels(HRc40~45),40,400,42,Chilled cast iron,Cast,0.965,GX260Cr27,-,Grade 3 D,-,466,-,,,,,,,
H,Hardened Steels(HRc40~45),40,400,42,Chilled cast iron,Cast,0.9655,GX300CrNMo271,-,Grade 3 E,-,-,-,20C 25N20S2,,,,,,
H,Hardened Steels(HRc40~45),40,400,42,Chilled cast iron,Cast,1.4841,SUH 310,X15CrNiSi25-20,310,314S31,X 15 CrNiSi 25 20,Z15CNS25-20,-,-,S31400,Cronifer 2520,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.1231,S 70 C-CSP,Ck 67,1070,060 A 67,C 67S,XC 68,1770,C 70,F.5103,70,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.1248,C 75,Ck 75,"1078, 1080",060 A 78,C 75S,XC 75,1774,C 75,F.5107,75,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.1274,SUP 4,Ck 101,1095,060 A 96,C 100S,XC100,1870,C100,F.5117,,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.1545,SK 3,C 105 W1,W1,BW 2,C 105U,Y1 105,1880,C 100 KU,F.5118,U10A,90,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.2762,75CrMoNiW67,-,-,-,-,-,-,,,,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.3401,SCMnH1,GX120Mn12,A128(A),Z120M12,2183,GX120Mn12,F.8251,110G13L,,,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.4021,SUS 420 J1,X 20 Cr 13,420,420 S 37,X 20 Cr 13,Z 20 C 13,2303,X 20 Cr 13,F.5261,20KH13,ATI 420,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.4109,SUS 440 A,X 65 CrMo 14,440 A,-,X 70 CrMo 15,Z 70 D 14,-,-,ATI 440A,,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.4112,SUS 440 B,X 90 CrMoV 18,440 B,409 S 19,X 90 CrMoV 18,Z 2 CND 18 05,2327,X CrTi 12,,,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.4125,SUS 440 C,X 105 CrMo 17,440 C,-,X 105 CrMo 17,Z 100 CD 17,-,X 105 CrMo 17,95KH18,ATI 440C,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.6746,32NiCrMo14-5,-,832M31,32nIcRmO145,35NCD14,-,-,,,,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.7176,SUP9(A),55Cr3,5155,527A60,48,55C3,2253,55Cr3,,,,,
H,High Hardened Steels(HRc55~70),38,550,55,Hardened steel,Hardened,1.7225,SCM 440 (H),42CrMo4,4140,708 M 40,42 CrMo 4,42 CD 4,2244,42 CrMo 4,F.1252,38HM,"42CrMo, 42CrMnMo",,
H,High Hardened Steels(HRc55~70),41,550,55,Hardened cast iron,Hardened,0.9635,GX300 CrMo 15 3,-,-,-,-,-,-,,,,,,
H,High Hardened Steels(HRc55~70),41,550,55,Hardened cast iron,Hardened,0.9645,GX260 CrMoNi 20 21,-,-,-,-,-,-,F45007,,,,,
